Date;Text;Amount;Saldo;Currency
18/05/2018;DK-NOTA28615 SILVAN 637 FISKETO;-119,9;34424,69;DKK
18/05/2018;DK-NOTA34058 REMA 1000;-27,54;34397,15;DKK
22/05/2018;DK-NOTAC3245 FRILUFTSLAND A/S;-150;34247,15;DKK
22/05/2018;DK-NOTAC6225 SILVAN 314 ESHOP;-999;33248,15;DKK
22/05/2018;DK-NOTA33446 REMA 1000;-30,75;33217,4;DKK
22/05/2018;DK-NOTA 8329 RØVERKØB A/S;-377,5;32839,9;DKK
22/05/2018;DK-NOTA 3206 IMERCO FREDERIKSBE;-20;32819,9;DKK
22/05/2018;DK-NOTA 5099 THE COFFEE COLLECT;-60;32759,9;DKK
22/05/2018;DK-NOTA34244 REMA 1000;-147,19;32612,71;DKK
22/05/2018;DK-NOTA 7818 KAGESTUEN43;-217;32395,71;DKK
22/05/2018;DK-NOTA 1074 PHOTOCARE VESTERBR;-57;32338,71;DKK
22/05/2018;DK-NOTA33620 REMA 1000;-104,5;32234,21;DKK
22/05/2018;DK-NOTA19109 REMA 1000;-56,5;32177,71;DKK
23/05/2018;MAT. TIL ARBEJDSDAG;1844,6;34022,31;DKK
23/05/2018;OVERFØRSEL;1844,6;35866,91;DKK
23/05/2018;MAT. TIL ARBEJDSDAG;1844,6;37711,51;DKK
23/05/2018;MAT. TIL ARBEJDSDAG;1844,6;39556,11;DKK
23/05/2018;DK-NOTA22841 BOGHANDLEREN FRB.;-19,95;39536,16;DKK
23/05/2018;DK-NOTA19956 FØTEX FREDERIKSBER;-100;39436,16;DKK
23/05/2018;DK-NOTA19517 REMA 1000;-115,05;39321,11;DKK
23/05/2018;DK-NOTA15746 FORNO Á LEGNA;-120;39201,11;DKK
25/05/2018;Forretning: HOLMS BAGER;-35;39166,11;DKK
25/05/2018;DK-NOTA67145 ALDI 002;-113,65;39052,46;DKK
25/05/2018;DK-NOTA34010 REMA 1000;-59,55;38992,91;DKK
25/05/2018;DK-NOTA 8223 GEBR. HEINEMANN;-18;38974,91;DKK
25/05/2018;DK-NOTA 4379 271 LAGKAGEHUSET;-27;38947,91;DKK
29/05/2018;Arbejdsweekend retur;-5533,8;33414,11;DKK
29/05/2018;Forretning: Spotify P0620419C6;-99;33315,11;DKK
31/05/2018;Forretning: ES MATALASCA AS;-317,56;32997,55;DKK
31/05/2018;Iben;9000;41997,55;DKK
31/05/2018;Overført ydelse 0200305;-3000;38997,55;DKK
01/06/2018;FÆLLES NÆSTE MÅNED;9000;47997,55;DKK
01/06/2018;BS JP/POLITIKENS HUS A/S;-1169;46828,55;DKK
01/06/2018;Forretning: HOTEL MAZAGONIA;-3000,23;43828,32;DKK
01/06/2018;Forretning: CASA;-2153,82;41674,5;DKK
01/06/2018;Boligafgift;-4373;37301,5;DKK
04/06/2018;DK-NOTA88213 273 LAGKAGEHUSET;-29;37272,5;DKK
04/06/2018;DK-NOTA36496 REMA 1000;-121,35;37151,15;DKK
04/06/2018;DK-NOTAZ6001 DEMOCRATIC COFFEE;-45;37106,15;DKK
04/06/2018;DK-NOTAC3253 PARADIS NØRREBRO;-83;37023,15;DKK
04/06/2018;DK-NOTA21142 DET FRANSKE CONDIT;-47;36976,15;DKK
04/06/2018;DK-NOTA 3651 ISSA APS;-305;36671,15;DKK
04/06/2018;DK-NOTA21491 REMA 1000;-129,15;36542;DKK
04/06/2018;Forretning: STENDHAL;-264,5;36277,5;DKK
06/06/2018;DK-NOTA56102 NETTO PARK;-181,9;36095,6;DKK
06/06/2018;DK-NOTAC6892 SOCIALFOODIES 2900;-70;36025,6;DKK
06/06/2018;DK-NOTA37153 REMA 1000;-68,15;35957,45;DKK
07/06/2018;DK-NOTA68362 ALDI 002;-127;35830,45;DKK
11/06/2018;DK-NOTA 3220 BANH MI KIM;-172;35658,45;DKK
11/06/2018;DK-NOTA 4924 FRELLSEN CHOKOLADE;-62;35596,45;DKK
11/06/2018;DK-NOTA  184 HAV TORVEHALLERNE;-80;35516,45;DKK
11/06/2018;DK-NOTA22512 REMA 1000;-24,95;35491,5;DKK
11/06/2018;DK-NOTAZ9120 DEMOCRATIC COFFEE;-75;35416,5;DKK
11/06/2018;DK-NOTAZ3311 TORVEHALLERNES V/B;-80;35336,5;DKK
11/06/2018;DK-NOTA34302 DET FRANSKE CONDIT;-35;35301,5;DKK
11/06/2018;DK-NOTA 1182 PS BAR ØSTERBRO;-325;34976,5;DKK
11/06/2018;DK-NOTA36151 REMA 1000;-152,65;34823,85;DKK
12/06/2018;DK-NOTA21472 NETTO BLÅGÅRDSGADE;-69,7;34754,15;DKK
13/06/2018;DK-NOTA 8331 REMA 1000;-107,4;34646,75;DKK
14/06/2018;DK-NOTA38505 REMA 1000;-81,8;34564,95;DKK
14/06/2018;DK-NOTA16025 JFOG BOLIG & DESIG;-411,75;34153,2;DKK
14/06/2018;DK-NOTA 2549 MAGASIN, LYNGBY;-129,5;34023,7;DKK
14/06/2018;DK-NOTA23479 REMA 1000;-97,2;33926,5;DKK
15/06/2018;63017425821;270;34196,5;DKK
18/06/2018;DK-NOTA 1108 DEN FRANSKE BOGCAF;-75;34121,5;DKK
18/06/2018;DK-NOTA   40 CHR. HAVNS FÆRGECA;-72;34049,5;DKK
18/06/2018;DK-NOTA  596 PUB & SPORT;-60;33989,5;DKK
18/06/2018;DK-NOTAC3832 DEN GRØNLANDSKE HA;-155;33834,5;DKK
18/06/2018;DK-NOTAC5712 DEN GRØNLANDSKE HA;-75;33759,5;DKK
18/06/2018;Forretning: NETFLIX.COM;-79;33680,5;DKK
18/06/2018;DK-NOTA69235 ALDI 002;-45,05;33635,45;DKK
19/06/2018;DK-NOTA36954 REMA 1000;-100,4;33535,05;DKK
20/06/2018;DK-NOTA24417 REMA 1000;-59,9;33475,15;DKK
21/06/2018;DK-NOTA37165 REMA 1000;-76,9;33398,25;DKK
25/06/2018;DK-NOTA40314 REMA 1000;-29,3;33368,95;DKK
25/06/2018;DK-NOTA69670 ALDI 002;-34,7;33334,25;DKK
25/06/2018;DK-NOTA33588 COFFEE COLLECTIVE;-75;33259,25;DKK
25/06/2018;DK-NOTA 3310 ISTID;-42;33217,25;DKK
25/06/2018;DK-NOTA25273 REMA 1000;-77,19;33140,06;DKK
25/06/2018;DK-NOTAC4810 SIDECAR;-402;32738,06;DKK
25/06/2018;DK-NOTA21238 REMA 1000;-69,95;32668,11;DKK
26/06/2018;DK-NOTAKAR37 WWW.KARRUSELLA.DK;-499;32169,11;DKK
27/06/2018;DK-NOTAC3304 SOCIALFOODIES 2100;-80;32089,11;DKK
28/06/2018;DK-NOTA41069 REMA 1000;-132,3;31956,81;DKK
29/06/2018;Iben Fælleskonto;10000;41956,81;DKK
29/06/2018;Overført ydelse 0200305;-3000;38956,81;DKK
29/06/2018;DK-NOTA13013 MADBILLET.DK;-262;38694,81;DKK
29/06/2018;Overført ydelse 0100422;-6936,85;31757,96;DKK
02/07/2018;DK-NOTA45951 SURDEJ;-24;31733,96;DKK
02/07/2018;DK-NOTA38352 REMA 1000;-129,9;31604,06;DKK
02/07/2018;DK-NOTA 9977 PROPS COFFEE SHOP;-55;31549,06;DKK
02/07/2018;DK-NOTA70269 ALDI 002;-79,95;31469,11;DKK
02/07/2018;Forretning: IZ *Maganuco;-124;31345,11;DKK
02/07/2018;FÆLLES NÆSTE MÅNED;10000;41345,11;DKK
02/07/2018;Boligafgift;-4373;36972,11;DKK
02/07/2018;DK-NOTA 8649 REMA 1000;-86,19;36885,92;DKK
03/07/2018;Forretning: IZ *A L I C E;-130;36755,92;DKK
03/07/2018;DK-NOTA 3659 BANH MI KIM;-168;36587,92;DKK
05/07/2018;DK-NOTA21682 REMA 1000;-242,03;36345,89;DKK
05/07/2018;DK-NOTA42471 REMA 1000;-57,9;36287,99;DKK
06/07/2018;DK-NOTA42499 REMA 1000;-128,8;36159,19;DKK
06/07/2018;DK-NOTA70605 ALDI 002;-64,9;36094,29;DKK
06/07/2018;DK-NOTA35299 DET FRANSKE CONDIT;-90;36004,29;DKK
06/07/2018;DK-NOTA21690 REMA 1000;-125,45;35878,84;DKK
06/07/2018;DK-NOTA27094 REMA 1000;-207,4;35671,44;DKK
06/07/2018;DK-NOTA31308 FØTEX FREDERIKSBER;-154,5;35516,94;DKK
06/07/2018;DK-NOTA61181 ALDI 051;-64,85;35452,09;DKK
06/07/2018;DK-NOTA42643 REMA 1000;-201,45;35250,64;DKK
09/07/2018;DK-NOTAZ7049 CAFÉ VÆKSTHUSET;-83;35167,64;DKK
09/07/2018;DK-NOTA10293 KAFFERIET PÅ CHRIS;-73;35094,64;DKK
09/07/2018;DK-NOTA39191 REMA 1000;-47,6;35047,04;DKK
10/07/2018;DK-NOTA 1111 PICNIC;-226;34821,04;DKK
11/07/2018;DK-NOTA27827 REMA 1000;-119,75;34701,29;DKK
12/07/2018;DK-NOTA27969 REMA 1000;-64,35;34636,94;DKK
13/07/2018;DK-NOTA 1212 PICNIC;-52;34584,94;DKK
16/07/2018;DK-NOTA39517 DEN BLÅ PLANET;-340;34244,94;DKK
16/07/2018;DK-NOTAC5820 TANG - BISTRO OG C;-190;34054,94;DKK
16/07/2018;DK-NOTAC6217 TANG - BISTRO OG C;-40;34014,94;DKK
16/07/2018;DK-NOTA28355 REMA 1000;-50,83;33964,11;DKK
16/07/2018;DK-NOTAC5031 WULFF & KONSTALI N;-326;33638,11;DKK
16/07/2018;DK-NOTA39658 REMA 1000;-109,15;33528,96;DKK
16/07/2018;DK-NOTA44597 REMA 1000;-74,55;33454,41;DKK
17/07/2018;Forretning: NETFLIX.COM;-79;33375,41;DKK
17/07/2018;Forretning: IZ *FOODIE;-133;33242,41;DKK
17/07/2018;Forretning: IZ *A L I C E;-70;33172,41;DKK
18/07/2018;DK-NOTA28716 REMA 1000;-10,2;33162,21;DKK
18/07/2018;DK-NOTA 2983 TAEKO BOUTIQUE;-98;33064,21;DKK
18/07/2018;DK-NOTA28799 REMA 1000;-62,6;33001,61;DKK
20/07/2018;DK-NOTA  141 POCO PICANTE;-260;32741,61;DKK
23/07/2018;DK-NOTA 9875 BOUTIQUE FISK;-90;32651,61;DKK
23/07/2018;DK-NOTA 9000 THE COFFEE COLLECT;-30;32621,61;DKK
23/07/2018;DK-NOTA 1262 DEN FRANSKE BOGCAF;-61;32560,61;DKK
23/07/2018;DK-NOTA 3176 GRØNNE HJEM GENTOF;-200;32360,61;DKK
23/07/2018;DK-NOTA45764 REMA 1000;-82;32278,61;DKK
25/07/2018;DK-NOTAC9340 CALIFORNIA KITCHEN;-245;32033,61;DKK
25/07/2018;DK-NOTA29783 REMA 1000;-65,1;31968,51;DKK
26/07/2018;DK-NOTA46329 REMA 1000;-103,7;31864,81;DKK
27/07/2018;DK-NOTA71985 ALDI 002;-74,6;31790,21;DKK
30/07/2018;DK-NOTA 7899 BUZZ KAFFEBAR APS;-76;31714,21;DKK
30/07/2018;DK-NOTA46818 REMA 1000;-88,1;31626,11;DKK
30/07/2018;DK-NOTA47224 REMA 1000;-54,7;31571,41;DKK
30/07/2018;Kjole resten;-5500;26071,41;DKK
31/07/2018;Iben Fælleskonto;10000;36071,41;DKK
01/08/2018;FÆLLES NÆSTE MÅNED;10000;46071,41;DKK
01/08/2018;Boligafgift;-4373;41698,41;DKK
01/08/2018;DK-NOTAKAR37 WWW.KARRUSELLA.DK;-499;41199,41;DKK
02/08/2018;DK-NOTA72393 ALDI 002;-59,6;41139,81;DKK
02/08/2018;DK-NOTA  495 BEHOV TO GO APS;-105;41034,81;DKK
06/08/2018;DK-NOTA36521 PAPYRUS BOGCAFE AP;-223;40811,81;DKK
06/08/2018;DK-NOTA90656 PAPYRUS BOGCAFE AP;-56;40755,81;DKK
06/08/2018;DK-NOTA48255 REMA 1000;-56,6;40699,21;DKK
06/08/2018;DK-NOTA31430 REMA 1000;-141,15;40558,06;DKK
06/08/2018;DK-NOTAZ0961 CAFÉ VÆKSTHUSET;-68;40490,06;DKK
07/08/2018;BS ØRSTED A/S;-723,46;39766,6;DKK
07/08/2018;DK-NOTA20597 KAFFEPLANTAGEN APS;-71;39695,6;DKK
08/08/2018;DK-NOTA13094 MADBILLET.DK;-1664;38031,6;DKK
08/08/2018;DK-NOTA48978 REMA 1000;-116,85;37914,75;DKK
10/08/2018;DK-NOTA49200 REMA 1000;-75,8;37838,95;DKK
13/08/2018;DK-NOTA59063 231 LAGKAGEHUSET;-40;37798,95;DKK
13/08/2018;DK-NOTA 4079 CAFEEN I ORDRUP;-56;37742,95;DKK
13/08/2018;DK-NOTA 5108 HØJBY KRO;-870;36872,95;DKK
13/08/2018;DK-NOTA49642 REMA 1000;-67,85;36805,1;DKK
13/08/2018;DK-NOTA 9589 CAFÉ LA ESQUINA AP;-204;36601,1;DKK
13/08/2018;DK-NOTA49720 REMA 1000;-28,3;36572,8;DKK
14/08/2018;DK-NOTA 2092 PICNIC;-113;36459,8;DKK
14/08/2018;DK-NOTA50159 REMA 1000;-68,35;36391,45;DKK
15/08/2018;DK-NOTAMETDK KILROY;-7818;28573,45;DKK
15/08/2018;Forretning: NETFLIX.COM;-79;28494,45;DKK
16/08/2018;DK-NOTA50463 REMA 1000;-67,75;28426,7;DKK
16/08/2018;DK-NOTA33316 REMA 1000;-48,45;28378,25;DKK
17/08/2018;DK-NOTA78480 MANFREDS.DK;-220;28158,25;DKK
20/08/2018;DK-NOTA33518 REMA 1000;-36,85;28121,4;DKK
20/08/2018;DK-NOTA50808 REMA 1000;-88,65;28032,75;DKK
20/08/2018;DK-NOTAZ9152 DEMOCRATIC COFFEE;-85;27947,75;DKK
20/08/2018;DK-NOTA12925 OLIVERS;-86;27861,75;DKK
20/08/2018;DK-NOTA73673 ALDI 002;-49,2;27812,55;DKK
20/08/2018;DK-NOTA10583 CAFE VIVALDI FALKO;-127;27685,55;DKK
21/08/2018;Forretning: IZ *SOCIAL APS;-250;27435,55;DKK
22/08/2018;Forretning: IZ *ISOTEKET APS;-72;27363,55;DKK
22/08/2018;DK-NOTA43251 REMA 1000;-68,2;27295,35;DKK
27/08/2018;DK-NOTA 5836 FUNDER (BIBLIOTEKS;-76;27219,35;DKK
27/08/2018;DK-NOTA18972 SØREN K;-30;27189,35;DKK
27/08/2018;DK-NOTA52184 REMA 1000;-98,7;27090,65;DKK
27/08/2018;DK-NOTA 4594 BAR UNO;-215;26875,65;DKK
27/08/2018;Forretning: IZ *ISOTEKET APS;-72;26803,65;DKK
28/08/2018;DK-NOTA 5570 KALASET APS;-155;26648,65;DKK
29/08/2018;DK-NOTA35448 REMA 1000;-145,45;26503,2;DKK
30/08/2018;DK-NOTA17382 SPISESTUERNE;-11;26492,2;DKK
31/08/2018;Iben Fælleskonto;10000;36492,2;DKK
31/08/2018;Forretning: KAYAK BAR;-270;36222,2;DKK
03/09/2018;DK-NOTA 1024 BRØDRENE GRIM;-105;36117,2;DKK
03/09/2018;DK-NOTA53465 REMA 1000;-108,7;36008,5;DKK
03/09/2018;DK-NOTA23756 FREDERIKSBERG CHOK;-29;35979,5;DKK
03/09/2018;DK-NOTA53554 REMA 1000;-81,97;35897,53;DKK
03/09/2018;DK-NOTA13100 OLIVERS;-71;35826,53;DKK
03/09/2018;DK-NOTA 3980 N/F OLIOLI APS;-184;35642,53;DKK
03/09/2018;Forretning: SQ*KUMANO TRAVEL;-977,51;34665,02;DKK
03/09/2018;Forretning: SQ*KUMANO TRAVEL;-1936,16;32728,86;DKK
03/09/2018;BS JP/POLITIKENS HUS A/S;-1169;31559,86;DKK
03/09/2018;BS DR LICENS;-1263,5;30296,36;DKK
03/09/2018;Boligafgift;-4373;25923,36;DKK
03/09/2018;FÆLLES NÆSTE MÅNED;10000;35923,36;DKK
04/09/2018;DK-NOTA74979 ALDI 002;-39,9;35883,46;DKK
04/09/2018;DK-NOTA23927 REMA 1000;-70,7;35812,76;DKK
06/09/2018;DK-NOTA  693 BEHOV TO GO APS;-170;35642,76;DKK
06/09/2018;DK-NOTA22392 EPAYMENT.CBS.DK;-3750;31892,76;DKK
06/09/2018;DK-NOTA54533 REMA 1000;-99,72;31793,04;DKK
07/09/2018;DK-NOTA39506 NETTO BLÅGÅRDSGADE;-64,9;31728,14;DKK
10/09/2018;DK-NOTA 6357 HOOKED APS;-305;31423,14;DKK
10/09/2018;DK-NOTA 3599 MAD & KAFFE FREDER;-205;31218,14;DKK
10/09/2018;DK-NOTA23938 FREDERIKSBERG CHOK;-68;31150,14;DKK
10/09/2018;DK-NOTA45354 REMA 1000;-79,05;31071,09;DKK
11/09/2018;DK-NOTA37463 REMA 1000;-52,85;31018,24;DKK
11/09/2018;Forretning: VISTAPR;-420;30598,24;DKK
11/09/2018;Forretning: IZ *GAO DUMPLING B;-215;30383,24;DKK
11/09/2018;Forretning: KOUYA.KUMANO;-526,26;29856,98;DKK
11/09/2018;Forretning: IZ *ANDERSEN;-95;29761,98;DKK
12/09/2018;DK-NOTA55709 REMA 1000;-63,95;29698,03;DKK
13/09/2018;Forretning: RAKUTENTRAVEL;-2511,74;27186,29;DKK
13/09/2018;Honeymoon;15000;42186,29;DKK
14/09/2018;DK-NOTA56102 REMA 1000;-99,67;42086,62;DKK
14/09/2018;DK-NOTA38165 REMA 1000;-152,4;41934,22;DKK
17/09/2018;DK-NOTA75864 ALDI 002;-81,8;41852,42;DKK
17/09/2018;DK-NOTA38393 REMA 1000;-68,85;41783,57;DKK
17/09/2018;Forretning: NETFLIX.COM;-79;41704,57;DKK
18/09/2018;DK-NOTA33282 FAKTA Q LYNGBY STA;-64,95;41639,62;DKK
20/09/2018;DK-NOTA57205 REMA 1000;-74,75;41564,87;DKK
21/09/2018;DK-NOTA57341 REMA 1000;-101;41463,87;DKK
24/09/2018;DK-NOTA21643 KAFFEPLANTAGEN APS;-121;41342,87;DKK
25/09/2018;Udbetalt 611 NORDEA;-200;41142,87;DKK
25/09/2018;Forretning: Original Coffee;-157;40985,87;DKK
25/09/2018;Forretning: VELTRA-COM;-533,18;40452,69;DKK
25/09/2018;DK-NOTA25102 REMA 1000;-129,85;40322,84;DKK
26/09/2018;63017425821;-1700;38622,84;DKK
26/09/2018;DK-NOTA 5319 FAZER FOOD SERVICE;-35,55;38587,29;DKK
26/09/2018;DK-NOTA 5002 FRI BIKESHOP;-564;38023,29;DKK
26/09/2018;DK-NOTA76799 ALDI 002;-76,15;37947,14;DKK
28/09/2018;Iben Fælleskonto;10000;47947,14;DKK
28/09/2018;Opsamlet gebyr;-5;47942,14;DKK
28/09/2018;Overført ydelse 0100422;-6995,36;40946,78;DKK
01/10/2018;DK-NOTA17344 GRØD 2;-160;40786,78;DKK
01/10/2018;DK-NOTA  202 GREENFALL VEGANIC;-50;40736,78;DKK
01/10/2018;DK-NOTA 3093 JAH;-630;40106,78;DKK
01/10/2018;DK-NOTA58842 REMA 1000;-123,6;39983,18;DKK
01/10/2018;DK-NOTA14582 REMA 1000;-76;39907,18;DKK
01/10/2018;DK-NOTAC7194 HART BAGERI;-75;39832,18;DKK
01/10/2018;DK-NOTAZ3680 BERTEL FREDERIKSBE;-118;39714,18;DKK
01/10/2018;FÆLLES NÆSTE MÅNED;10000;49714,18;DKK
01/10/2018;Boligafgift;-4373;45341,18;DKK
02/10/2018;DK-NOTA40984 REMA 1000;-66,55;45274,63;DKK
02/10/2018;DK-NOTA59391 REMA 1000;-47,9;45226,73;DKK
03/10/2018;Forretning: JAPAN EXPERIENCE;-1683,86;43542,87;DKK
03/10/2018;DK-NOTA  880 FLUGGER FARVER;-609;42933,87;DKK
04/10/2018;DK-NOTA13428 MADBILLET.DK;-590;42343,87;DKK
05/10/2018;DK-NOTA59819 REMA 1000;-112,6;42231,27;DKK
08/10/2018;DK-NOTA14601 REMA 1000;-78,7;42152,57;DKK
08/10/2018;DK-NOTA27337 SCANDLINES CATERIN;-99,95;42052,62;DKK
08/10/2018;Forretning: NTTDOCOMO;-107,2;41945,42;DKK
08/10/2018;DK-NOTA10341 REMA 1000;-135,3;41810,12;DKK
09/10/2018;Forretning: SUMUP  *NO WODKA;-371,06;41439,06;DKK
09/10/2018;DK-NOTA48956 REMA 1000;-40,65;41398,41;DKK
10/10/2018;DK-NOTA42576 REMA 1000;-60,5;41337,91;DKK
12/10/2018;DK-NOTA12078 PANUM HOVEDKANTINE;-26,5;41311,41;DKK
15/10/2018;DK-NOTAC7020 THE MUDHONEY;-115;41196,41;DKK
15/10/2018;DK-NOTA78083 ALDI 002;-76,55;41119,86;DKK
15/10/2018;DK-NOTA17849 GRØD 2;-80;41039,86;DKK
15/10/2018;DK-NOTA 6439 RESSO;-70;40969,86;DKK
15/10/2018;DK-NOTA43131 REMA 1000;-136,15;40833,71;DKK
15/10/2018;DK-NOTA 2841 RAADVAD KRO I/S;-135;40698,71;DKK
15/10/2018;DK-NOTA 5757 RESTAURANT LAURA;-40;40658,71;DKK
15/10/2018;DK-NOTA43286 REMA 1000;-104,35;40554,36;DKK
15/10/2018;DK-NOTA66660 SOMMERFUGLEN.DK;-822;39732,36;DKK
15/10/2018;DK-NOTA43442 REMA 1000;-58,45;39673,91;DKK
16/10/2018;Forretning: NETFLIX.COM;-79;39594,91;DKK
18/10/2018;DK-NOTA43941 REMA 1000;-87,55;39507,36;DKK
22/10/2018;DK-NOTA62461 REMA 1000;-73,85;39433,51;DKK
22/10/2018;DK-NOTA50148 REMA 1000;-108,27;39325,24;DKK
22/10/2018;DK-NOTA50261 REMA 1000;-120,7;39204,54;DKK
23/10/2018;Forretning: IZ *SOCIAL APS;-182;39022,54;DKK
23/10/2018;Forretning: IZ *SOCIAL APS;-25;38997,54;DKK
23/10/2018;DK-NOTAC8291 SLIDERS;-346;38651,54;DKK
23/10/2018;DK-NOTA78906 ALDI 002;-67,15;38584,39;DKK
24/10/2018;DK-NOTA44776 REMA 1000;-53,38;38531,01;DKK
25/10/2018;DK-NOTA44937 REMA 1000;-111;38420,01;DKK
26/10/2018;DK-NOTA11306 FALAFEL FACTORY AP;-164;38256,01;DKK
29/10/2018;DK-NOTA 1097 MEYERS DELI A/S;-230;38026,01;DKK
29/10/2018;DK-NOTA50974 REMA 1000;-94,55;37931,46;DKK
29/10/2018;DK-NOTA 2142 BOG & IDÉ, FREDERI;-259,9;37671,56;DKK
29/10/2018;DK-NOTAC6452 HART BAGERI;-98;37573,56;DKK
29/10/2018;DK-NOTA 1173 THE ITALIAN;-185;37388,56;DKK
31/10/2018;Iben Fælleskonto;10000;47388,56;DKK
31/10/2018;DK-NOTA51539 REMA 1000;-65,45;47323,11;DKK
01/11/2018;FÆLLES NÆSTE MÅNED;10000;57323,11;DKK
01/11/2018;DK-NOTAC1021 PORTAL.POSTNORD.CO;-108;57215,11;DKK
01/11/2018;Boligafgift;-4373;52842,11;DKK
01/11/2018;Kortgebyr - Visa/Dankort;-165;52677,11;DKK
01/11/2018;Kortgebyr - Visa/Dankort;-165;52512,11;DKK
02/11/2018;DK-NOTA64782 REMA 1000;-40;52472,11;DKK
02/11/2018;DK-NOTA14617 271 LAGKAGEHUSET;-93;52379,11;DKK
05/11/2018;DK-NOTAC1021 PORTAL.POSTNORD.CO;-36;52343,11;DKK
05/11/2018;DK-NOTAC1021 PORTAL.POSTNORD.CO;-54;52289,11;DKK
06/11/2018;Forretning: FAMILYMART;-1796,26;50492,85;DKK
06/11/2018;Gebyr kont.udb.;-30;50462,85;DKK
06/11/2018;Forretning: KYOTO GRANDEREVERIE;-2906,97;47555,88;DKK
06/11/2018;Forretning: BEIJINGSHOUDUJICHAN;-30,06;47525,82;DKK
06/11/2018;Forretning: LAWSON;-1796,26;45729,56;DKK
06/11/2018;Gebyr kont.udb.;-30;45699,56;DKK
06/11/2018;Forretning: SHIMOGYO-KU;-1796,26;43903,3;DKK
06/11/2018;Gebyr kont.udb.;-30;43873,3;DKK
07/11/2018;Forretning: 10507-ATM;-1778,01;42095,29;DKK
07/11/2018;Gebyr kont.udb.;-30;42065,29;DKK
07/11/2018;BS ØRSTED A/S;-722,96;41342,33;DKK
08/11/2018;Forretning: RAAK HONTEN;-204,11;41138,22;DKK
09/11/2018;Forretning: KANAZAWA-SHI;-1786,5;39351,72;DKK
09/11/2018;Gebyr kont.udb.;-30;39321,72;DKK
12/11/2018;Forretning: KANAZAWA-SHI;-1784,57;37537,15;DKK
12/11/2018;Gebyr kont.udb.;-30;37507,15;DKK
12/11/2018;Forretning: KANAZAWA-SHI;-1784,57;35722,58;DKK
12/11/2018;Gebyr kont.udb.;-30;35692,58;DKK
12/11/2018;Forretning: KITA-KU  OSAKA-SHI;-1784,57;33908,01;DKK
12/11/2018;Gebyr kont.udb.;-30;33878,01;DKK
12/11/2018;Forretning: KITA-KU  OSAKA-SHI;-1784,57;32093,44;DKK
12/11/2018;Gebyr kont.udb.;-30;32063,44;DKK
12/11/2018;Forretning: SQ*GEISHA EVENINGS;-767,78;31295,66;DKK
13/11/2018;Forretning: MARUCHIMEDEIA UMEDA;-191,11;31104,55;DKK
14/11/2018;Forretning: KAFUEARUMA;-77,37;31027,18;DKK
16/11/2018;Forretning: NETFLIX.COM;-79;30948,18;DKK
19/11/2018;Forretning: CHUO-KU  OSAKA-SHI;-1804,22;29143,96;DKK
19/11/2018;Gebyr kont.udb.;-30;29113,96;DKK
20/11/2018;Forretning: JAPANPOST;-1803,7;27310,26;DKK
20/11/2018;Gebyr kont.udb.;-30;27280,26;DKK
20/11/2018;Forretning: ZAMAMI;-374,87;26905,39;DKK
20/11/2018;Forretning: SQ*RE-LAB INC.;-1502,12;25403,27;DKK
20/11/2018;Forretning: FAMILYMART;-1803,7;23599,57;DKK
20/11/2018;Gebyr kont.udb.;-30;23569,57;DKK
23/11/2018;Forretning: TONGHANGNEIDIZHI;-965,73;22603,84;DKK
23/11/2018;Gebyr kont.udb.;-30;22573,84;DKK
23/11/2018;Forretning: ZAMAMI;-252,26;22321,58;DKK
23/11/2018;Forretning: LAWSON;-601,36;21720,22;DKK
23/11/2018;Gebyr kont.udb.;-30;21690,22;DKK
23/11/2018;DK-NOTA13755 SHOP N PLAY;-15;21675,22;DKK
23/11/2018;DK-NOTA49648 REMA 1000;-70,5;21604,72;DKK
23/11/2018;DK-NOTA18599 THE COFFEE COLLECT;-70;21534,72;DKK
23/11/2018;DK-NOTA54185 REMA 1000;-54,9;21479,82;DKK
26/11/2018;DK-NOTA40511 DET FRANSKE CONDIT;-35;21444,82;DKK
26/11/2018;DK-NOTA20102 THE LIVING ROOM;-190;21254,82;DKK
26/11/2018;DK-NOTAC1023 PORTAL.POSTNORD.CO;-216;21038,82;DKK
26/11/2018;DK-NOTAC1023 PORTAL.POSTNORD.CO;-54;20984,82;DKK
26/11/2018;DK-NOTAC1023 PORTAL.POSTNORD.CO;-27;20957,82;DKK
26/11/2018;DK-NOTA15087 REMA 1000;-129,49;20828,33;DKK
26/11/2018;DK-NOTA54486 REMA 1000;-45,2;20783,13;DKK
27/11/2018;Forretning: IZ *ROAST COFFEE A;-65;20718,13;DKK
28/11/2018;DK-NOTA11863 REMA 1000;-142,35;20575,78;DKK
29/11/2018;DK-NOTA11927 REMA 1000;-57,9;20517,88;DKK
30/11/2018;Iben Fælleskonto;10000;30517,88;DKK
03/12/2018;MobilePay: Descroix Vin;-160;30357,88;DKK
03/12/2018;MobilePay: Dagtilbuddet Kilden;-80;30277,88;DKK
03/12/2018;DK-NOTAC3487 ESRUM KLOSTER & MØ;-100;30177,88;DKK
03/12/2018;DK-NOTA12052 REMA 1000;-95,75;30082,13;DKK
03/12/2018;DK-NOTA40892 DET FRANSKE CONDIT;-105;29977,13;DKK
03/12/2018;DK-NOTA70421 REMA 1000;-76,86;29900,27;DKK
03/12/2018;DK-NOTAC8703 WEDOFOOD FREDERIKS;-206;29694,27;DKK
