26-04-2018;"DK-NOTA64593 ALDI 002";-96,70; 89376,33;
26-04-2018;"DK-NOTA 6903 REMA 1000";-146,90; 89229,43;
30-04-2018;"DK-NOTA15139 REMA 1000";-109,90; 89119,53;
30-04-2018;"DK-NOTA18263 KAFFEPLANTAGEN APS";-124,00; 88995,53;
30-04-2018;"DK-NOTA18486 EMMERYS (190)";-84,00; 88911,53;
30-04-2018;"DK-NOTA   26 CHARLOTTE LARSEN";-12000,00; 76911,53;
30-04-2018;"DK-NOTA15254 REMA 1000";-107,85; 76803,68;
30-04-2018;"DK-NOTA64844 ALDI 002";-139,45; 76664,23;
30-04-2018;"Iben"; 9000,00; 85664,23;
30-04-2018;"Overført ydelse 0200305";-3000,00; 82664,23;
30-04-2018;"Gert til 58-depositu";-19766,00; 62898,23;
30-04-2018;"DK-NOTA15606 REMA 1000";-116,80; 62781,43;
30-04-2018;"DK-NOTA31090 REMA 1000";-58,95; 62722,48;
01-05-2018;"FÆLLES NÆSTE MÅNED"; 9000,00; 71722,48;
01-05-2018;"DK-NOTA30866 REMA 1000";-52,00; 71670,48;
01-05-2018;"Boligafgift";-4373,00; 67297,48;
01-05-2018;"DK-NOTA18114 REMA 1000";-45,00; 67252,48;
01-05-2018;"DK-NOTA15802 REMA 1000";-70,95; 67181,53;
02-05-2018;"GAVE FRA MOR OG FAR"; 30000,00; 97181,53;
02-05-2018;"64977504352";-30000,00; 67181,53;
03-05-2018;"DK-NOTA31239 REMA 1000";-45,00; 67136,53;
03-05-2018;"DK-NOTA31238 REMA 1000";-44,00; 67092,53;
03-05-2018;"FN92";-3500,00; 63592,53;
03-05-2018;"DK-NOTA16159 REMA 1000";-40,95; 63551,58;
03-05-2018;"DK-NOTA65221 ALDI 002";-116,70; 63434,88;
03-05-2018;"DK-NOTA16170 REMA 1000";-54,00; 63380,88;
04-05-2018;"Forretning: WWW.SOFIEBADET.DK";-520,00; 62860,88;
04-05-2018;"Gallebjerg";-12500,00; 50360,88;
04-05-2018;"Pure v/Glennie Svan";-330,00; 50030,88;
04-05-2018;"DK-NOTA18475 FØTEX FREDERIKSBER";-357,77; 49673,11;
07-05-2018;"MobilePay: Helle Ludvigsen";-30,00; 49643,11;
07-05-2018;"DK-NOTA23494 FØTEX FREDERIKSBER";-743,76; 48899,35;
07-05-2018;"DK-NOTA 4664 MAGASIN, KGS NYTOR";-160,00; 48739,35;
07-05-2018;"DK-NOTA65376 ALDI 002";-145,35; 48594,00;
07-05-2018;"DK-NOTAC3773 DEN GRØNLANDSKE HA";-30,00; 48564,00;
07-05-2018;"DK-NOTA33067 DET FRANSKE CONDIT";-124,00; 48440,00;
07-05-2018;"DK-NOTA31984 REMA 1000";-48,65; 48391,35;
07-05-2018;"BS ØRSTED A/S";-719,70; 47671,65;
08-05-2018;"DK-NOTA16912 REMA 1000";-137,95; 47533,70;
08-05-2018;"DK-NOTAC4457 MYPOKÉ APS";-240,00; 47293,70;
09-05-2018;"DK-NOTA32508 REMA 1000";-144,80; 47148,90;
09-05-2018;"DK-NOTA65731 ALDI 002";-68,55; 47080,35;
14-05-2018;"DK-NOTA17354 REMA 1000";-106,95; 46973,40;
14-05-2018;"DK-NOTA15804 IRMA ROSENØRNS ALL";-79,00; 46894,40;
14-05-2018;"DK-NOTA17381 REMA 1000";-110,00; 46784,40;
14-05-2018;"DK-NOTA33247 DET FRANSKE CONDIT";-980,00; 45804,40;
14-05-2018;"DK-NOTA 9304 BLOMSTERKOMPAGNIET";-255,00; 45549,40;
14-05-2018;"DK-NOTA26469 MENY HUNDESTED";-1271,16; 44278,24;
14-05-2018;"MobilePay: Pure v/Glennie Svan";-325,00; 43953,24;
14-05-2018;"DK-NOTA 2569 MENY HUNDESTED";-292,15; 43661,09;
14-05-2018;"DK-NOTA 7141 MENY HUNDESTED";-828,00; 42833,09;
14-05-2018;"DK-NOTA  208 MENY HUNDESTED";-251,80; 42581,29;
14-05-2018;"DK-NOTA  354 MENY HUNDESTED";-920,00; 41661,29;
14-05-2018;"DK-NOTA  752 LISELÆNGEN-LISELEJ";-845,00; 40816,29;
14-05-2018;"Forretning: BRYGGEN 11";-64,00; 40752,29;
14-05-2018;"Forretning: PAYPAL *ADHESIVEBRA";-208,00; 40544,29;
14-05-2018;"DK-NOTA29723 MENY HUNDESTED";-4919,20; 35625,09;
15-05-2018;"Forretning: NETFLIX.COM";-79,00; 35546,09;
15-05-2018;"DK-NOTAZ0267 INDKØBSFOR.KBH.LUF";-251,10; 35294,99;
15-05-2018;"DK-NOTA18179 REMA 1000";-107,65; 35187,34;
16-05-2018;"Forretning: IZ *SOCIAL APS";-240,00; 34947,34;
16-05-2018;"Forretning: IZ *Social ApS";-127,00; 34820,34;
16-05-2018;"DK-NOTA33685 REMA 1000";-30,95; 34789,39;
16-05-2018;"DK-NOTA28449 SILVAN 637 FISKETO";-99,95; 34689,44;
17-05-2018;"DK-NOTA 1738 TAPA DEL TORO";-85,00; 34604,44;
18-05-2018;"DK-NOTA18600 REMA 1000";-59,85; 34544,59;
18-05-2018;"DK-NOTA28615 SILVAN 637 FISKETO";-119,90; 34424,69;
18-05-2018;"DK-NOTA34058 REMA 1000";-27,54; 34397,15;
22-05-2018;"DK-NOTAC3245 FRILUFTSLAND A/S";-150,00; 34247,15;
22-05-2018;"DK-NOTAC6225 SILVAN 314 ESHOP";-999,00; 33248,15;
22-05-2018;"DK-NOTA33446 REMA 1000";-30,75; 33217,40;
22-05-2018;"DK-NOTA 8329 RØVERKØB A/S";-377,50; 32839,90;
22-05-2018;"DK-NOTA 3206 IMERCO FREDERIKSBE";-20,00; 32819,90;
22-05-2018;"DK-NOTA 5099 THE COFFEE COLLECT";-60,00; 32759,90;
22-05-2018;"DK-NOTA34244 REMA 1000";-147,19; 32612,71;
22-05-2018;"DK-NOTA 7818 KAGESTUEN43";-217,00; 32395,71;
22-05-2018;"DK-NOTA 1074 PHOTOCARE VESTERBR";-57,00; 32338,71;
22-05-2018;"DK-NOTA33620 REMA 1000";-104,50; 32234,21;
22-05-2018;"DK-NOTA19109 REMA 1000";-56,50; 32177,71;
23-05-2018;"MAT. TIL ARBEJDSDAG"; 1844,60; 34022,31;
23-05-2018;"OVERFØRSEL"; 1844,60; 35866,91;
23-05-2018;"MAT. TIL ARBEJDSDAG"; 1844,60; 37711,51;
23-05-2018;"MAT. TIL ARBEJDSDAG"; 1844,60; 39556,11;
23-05-2018;"DK-NOTA22841 BOGHANDLEREN FRB.";-19,95; 39536,16;
23-05-2018;"DK-NOTA19956 FØTEX FREDERIKSBER";-100,00; 39436,16;
23-05-2018;"DK-NOTA19517 REMA 1000";-115,05; 39321,11;
23-05-2018;"DK-NOTA15746 FORNO Á LEGNA";-120,00; 39201,11;
25-05-2018;"Forretning: HOLMS BAGER";-35,00; 39166,11;
25-05-2018;"DK-NOTA67145 ALDI 002";-113,65; 39052,46;
25-05-2018;"DK-NOTA34010 REMA 1000";-59,55; 38992,91;
25-05-2018;"DK-NOTA 8223 GEBR. HEINEMANN";-18,00; 38974,91;
25-05-2018;"DK-NOTA 4379 271 LAGKAGEHUSET";-27,00; 38947,91;
29-05-2018;"Arbejdsweekend retur";-5533,80; 33414,11;
29-05-2018;"Forretning: Spotify P0620419C6";-99,00; 33315,11;
31-05-2018;"Forretning: ES MATALASCA AS";-317,56; 32997,55;
31-05-2018;"Iben"; 9000,00; 41997,55;
31-05-2018;"Overført ydelse 0200305";-3000,00; 38997,55;
01-06-2018;"FÆLLES NÆSTE MÅNED"; 9000,00; 47997,55;
01-06-2018;"BS JP/POLITIKENS HUS A/S";-1169,00; 46828,55;
01-06-2018;"Forretning: HOTEL MAZAGONIA";-3000,23; 43828,32;
01-06-2018;"Forretning: CASA";-2153,82; 41674,50;
01-06-2018;"Boligafgift";-4373,00; 37301,50;
04-06-2018;"DK-NOTA88213 273 LAGKAGEHUSET";-29,00; 37272,50;
04-06-2018;"DK-NOTA36496 REMA 1000";-121,35; 37151,15;
04-06-2018;"DK-NOTAZ6001 DEMOCRATIC COFFEE";-45,00; 37106,15;
04-06-2018;"DK-NOTAC3253 PARADIS NØRREBRO";-83,00; 37023,15;
04-06-2018;"DK-NOTA21142 DET FRANSKE CONDIT";-47,00; 36976,15;
04-06-2018;"DK-NOTA 3651 ISSA APS";-305,00; 36671,15;
04-06-2018;"DK-NOTA21491 REMA 1000";-129,15; 36542,00;
04-06-2018;"Forretning: STENDHAL";-264,50; 36277,50;
06-06-2018;"DK-NOTA56102 NETTO PARK";-181,90; 36095,60;
06-06-2018;"DK-NOTAC6892 SOCIALFOODIES 2900";-70,00; 36025,60;
06-06-2018;"DK-NOTA37153 REMA 1000";-68,15; 35957,45;
07-06-2018;"DK-NOTA68362 ALDI 002";-127,00; 35830,45;
11-06-2018;"DK-NOTA 3220 BANH MI KIM";-172,00; 35658,45;
11-06-2018;"DK-NOTA 4924 FRELLSEN CHOKOLADE";-62,00; 35596,45;
11-06-2018;"DK-NOTA  184 HAV TORVEHALLERNE";-80,00; 35516,45;
11-06-2018;"DK-NOTA22512 REMA 1000";-24,95; 35491,50;
11-06-2018;"DK-NOTAZ9120 DEMOCRATIC COFFEE";-75,00; 35416,50;
11-06-2018;"DK-NOTAZ3311 TORVEHALLERNES V/B";-80,00; 35336,50;
11-06-2018;"DK-NOTA34302 DET FRANSKE CONDIT";-35,00; 35301,50;
11-06-2018;"DK-NOTA 1182 PS BAR ØSTERBRO";-325,00; 34976,50;
11-06-2018;"DK-NOTA36151 REMA 1000";-152,65; 34823,85;
12-06-2018;"DK-NOTA21472 NETTO BLÅGÅRDSGADE";-69,70; 34754,15;
13-06-2018;"DK-NOTA 8331 REMA 1000";-107,40; 34646,75;
14-06-2018;"DK-NOTA38505 REMA 1000";-81,80; 34564,95;
14-06-2018;"DK-NOTA16025 JFOG BOLIG & DESIG";-411,75; 34153,20;
14-06-2018;"DK-NOTA 2549 MAGASIN, LYNGBY";-129,50; 34023,70;
14-06-2018;"DK-NOTA23479 REMA 1000";-97,20; 33926,50;
15-06-2018;"63017425821"; 270,00; 34196,50;
18-06-2018;"DK-NOTA 1108 DEN FRANSKE BOGCAF";-75,00; 34121,50;
